NAME,PLATFORM,YEAR,GENRE,PUBLISHER,GLOBAL_SALES,SALES_TIER
Thunder Force VI,PS2,2008.0,Shooter,Sega,0.02,3
Majesty 2: The Fantasy Kingdom Sim,PC,2009.0,Simulation,Paradox Interactive,0.02,3
Turbo: Super Stunt Squad,3DS,2013.0,Sports,D3Publisher,0.02,3
Dinotopia: The Sunstone Odyssey,GC,,Action,Unknown,0.02,3
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010.0,Misc,Paon,0.02,3
Dance! It's Your Stage,Wii,,Misc,DTP Entertainment,0.02,3
PachiPara 3D,3DS,2011.0,Misc,Irem Software Engineering,0.02,3
Command & Conquer Collection,PC,2003.0,Strategy,Electronic Arts,0.02,3
Kiss Bell,PSV,2014.0,Adventure,Giga,0.02,3
Earth Defense Force 2017 (old JP sales),X360,2006.0,Shooter,D3Publisher,0.02,3
Sengoku Hime: Senran ni Mau Otometachi,PS2,2009.0,Adventure,Yeti,0.02,3
GTI Club: Supermini Festa!,Wii,2010.0,Racing,Konami Digital Entertainment,0.02,3
MuvLuv Double Pack,PSV,2016.0,Adventure,5pb,0.02,3
Koihime Enbu,PS4,2016.0,Fighting,Yeti,0.02,3
Romance of the Three Kingdoms XII,WiiU,2012.0,Strategy,Tecmo Koei,0.02,3
Worldwide Soccer Manager 2006,PC,2004.0,Sports,Sega,0.02,3
Sora no Otoshimono Forte: Dreamy Season,DS,2011.0,Adventure,Kadokawa Shoten,0.02,3
Mission: Impossible - Operation Surma,GC,2004.0,Platform,Atari,0.02,3
Trigger Man,GC,2004.0,Shooter,Crave Entertainment,0.02,3
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006.0,Action,Takara Tomy,0.02,3
Hiiro no Kakera Portable,PSP,2008.0,Adventure,Idea Factory,0.02,3
Antz Extreme Racing,XB,2002.0,Racing,Empire Interactive,0.02,3
Enemy Territory: Quake Wars,PC,2007.0,Shooter,Activision,0.02,3
Truck Racer,Wii,2009.0,Racing,Nordic Games,0.02,3
The Sims 4: Luxury Party Stuff,PC,2015.0,Simulation,Electronic Arts,0.02,3
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,2008.0,Adventure,ASCII Media Works,0.02,3
Triggerheart Exelica,DC,2007.0,Shooter,Warashi,0.02,3
Jet Impulse,DS,,Simulation,Nintendo,0.02,3
Games Explosion!,GBA,2006.0,Action,THQ,0.02,3
Tennis no Oji-Sama: Card Hunter,PS2,2007.0,Strategy,Konami Digital Entertainment,0.02,3
Portable Island: Tenohira Resort,PSP,2006.0,Simulation,Namco Bandai Games,0.02,3
Night Wizard the Video Game: Denial of the World,PS2,2008.0,Adventure,5pb,0.02,3
Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008.0,Misc,Irem Software Engineering,0.02,3
Tokyo Friend Park II DS,DS,2006.0,Misc,Rocket Company,0.02,3
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015.0,Action,5pb,0.02,3
Adventure Time: The Secret of the Nameless,3DS,2014.0,Adventure,Little Orbit,0.02,3
Kao the Kangaroo Round 2,PS2,2005.0,Platform,JoWood Productions,0.02,3
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010.0,Adventure,Idea Factory,0.02,3
Robopon 2: Ring Version,GBA,2001.0,Role-Playing,Hudson Entertainment,0.02,3
Evil Genius,PC,2004.0,Strategy,Vivendi Games,0.02,3
Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,NewKidCo,0.02,3
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,2008.0,Adventure,System Soft,0.02,3
Dream Dancer,DS,,Misc,N/A,0.02,3
Powerbike,DS,2009.0,Racing,Majesco Entertainment,0.02,3
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011.0,Role-Playing,Gust,0.02,3
Magic Encyclopedia: Moonlight,DS,2010.0,Misc,Foreign Media Games,0.02,3
Rayman 10th Anniversary,GBA,2005.0,Platform,Ubisoft,0.02,3
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010.0,Role-Playing,Starfish,0.02,3
Online Chess Kingdoms,PSP,2006.0,Misc,Konami Digital Entertainment,0.02,3
Gaku ? Ou: The Royal Seven Stars,PSP,2012.0,Role-Playing,Alchemist,0.02,3
Pillars of Eternity,PC,2014.0,Role-Playing,Paradox Interactive,0.02,3
RollerCoaster Tycoon: Gold Edition,PC,2002.0,Strategy,Infogrames,0.02,3
Professional Farmer 2016,PS4,2015.0,Action,Namco Bandai Games,0.02,3
Storm Lover Kai!!,PSP,2012.0,Action,D3Publisher,0.02,3
Race Driver: Create & Race,DS,2007.0,Racing,Codemasters,0.02,3
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011.0,Fighting,Konami Digital Entertainment,0.02,3
Minna to Issho,PSV,2011.0,Misc,Sony Computer Entertainment,0.02,3
Harukanaru Toki no Naka de 6,PSP,2015.0,Action,Tecmo Koei,0.02,3
Hummer Badlands,XB,2006.0,Racing,Global Star,0.02,3
I Doll U,PSV,2015.0,Adventure,Idea Factory,0.02,3
Enkaku Sousa: Sana e no 23 Hiai,PSP,2009.0,Adventure,Sony Computer Entertainment,0.02,3
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,Takara Tomy,0.02,3
Pippa Funnell 2: Farm Adventures,DS,2007.0,Simulation,Ubisoft,0.02,3
Iron Soldier 3,PS,1999.0,Simulation,Telegames,0.02,3
Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008.0,Simulation,Tecmo Koei,0.02,3
Space Invaders Revolution,DS,2005.0,Shooter,Rising Star Games,0.02,3
Barbie and Her Sisters Puppy Rescue,PS3,2015.0,Action,Namco Bandai Games,0.02,3
Worms: WMD,PS4,2016.0,Action,Sold Out,0.02,3
Myst,PSP,2006.0,Adventure,Midway Games,0.02,3
UNO 52,DS,2006.0,Misc,Zoo Digital Publishing,0.02,3
Tiger & Bunny: Hero's Day,PSP,2013.0,Action,D3Publisher,0.02,3
Storm Lover 2nd V,PSV,2016.0,Adventure,D3Publisher,0.02,3
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014.0,Adventure,Prototype,0.02,3
Touhou Genso Rondo: Bullet Ballet,PS4,2016.0,Shooter,Nippon Ichi Software,0.02,3
Accel World: Kasoku no Chouten,PS3,2013.0,Adventure,Namco Bandai Games,0.02,3
Poupee Girl DS,DS,2009.0,Misc,Alvion,0.02,3
Pachinko Kaou: Misora Hibari,PS2,2007.0,Misc,Hackberry,0.02,3
Just Cause,PS2,2006.0,Action,Eidos Interactive,0.02,3
Choro Q,PS2,2003.0,Racing,Zoo Digital Publishing,0.02,3
Narcissus: Moshimo Ashita ga Runara,PSP,2010.0,Adventure,Kadokawa Shoten,0.02,3
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,Namco Bandai Games,0.02,3
IHRA Drag Racing: Sportsman Edition,XB,2006.0,Racing,Bethesda Softworks,0.02,3
"Sharin no Kuni, Himawari no Shoujo",X360,2010.0,Adventure,5pb,0.02,3
Guild Wars: Factions,PC,2006.0,Role-Playing,NCSoft,0.02,3
Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008.0,Adventure,D3Publisher,0.02,3
Drone Tactics,DS,2007.0,Strategy,Success,0.02,3
Technic Beat,PS2,2002.0,Misc,Arika,0.02,3
So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010.0,Adventure,Compile Heart,0.02,3
Farming Simulator 2014,PSV,2014.0,Simulation,Focus Home Interactive,0.02,3
Imperium Romanum,PC,2008.0,Strategy,Kalypso Media,0.02,3
Ship Simulator 2008,PC,2007.0,Simulation,Lighthouse Interactive,0.02,3
Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,Easy Interactive,0.02,3
Sengoku,PC,2011.0,Strategy,Paradox Interactive,0.02,3
Yume Neko DS,DS,2008.0,Simulation,Sega,0.02,3
Dream C Club,PS3,2012.0,Simulation,D3Publisher,0.02,3
IGT Slots: Lucky Larry's Lobstermania,PC,2011.0,Simulation,Masque Publishing,0.02,3
Sid Meier's Civilization Revolution 2+,PSV,2015.0,Strategy,Take-Two Interactive,0.02,3
SBK Superbike World Championship,PS2,2008.0,Racing,Black Bean Games,0.02,3
Memories Off 6: Next Relation,PS2,2009.0,Adventure,5pb,0.02,3
Scared Rider Xechs,PS2,2010.0,Adventure,RED Entertainment,0.02,3
Vitamin X: Detective B6,PSP,2012.0,Adventure,D3Publisher,0.02,3
Misshitsu no Sacrifice,PSP,2010.0,Adventure,D3Publisher,0.02,3
You Don't Know Jack,PC,1995.0,Misc,Vivendi Games,0.02,3
Ouran Koukou Host Bu,PS2,2007.0,Adventure,Idea Factory,0.02,3
Lotus Challenge,GC,2004.0,Racing,Ignition Entertainment,0.02,3
Meiji Toukyou Renka: Twilight Kiss,PSP,2015.0,Action,Broccoli,0.02,3
Xblaze: Lost Memories,PS3,2015.0,Adventure,Arc System Works,0.02,3
Turok,PC,2008.0,Action,Touchstone,0.01,3
Coven and Labyrinth of Refrain,PSV,2016.0,Action,Nippon Ichi Software,0.01,3
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016.0,Action,Namco Bandai Games,0.01,3
Dragon Zakura DS,DS,2007.0,Misc,Electronic Arts,0.01,3
Chameleon: To Dye For!,DS,2006.0,Puzzle,505 Games,0.01,3
Hotel Giant DS,DS,2008.0,Simulation,Nobilis,0.01,3
Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010.0,Adventure,Kadokawa Shoten,0.01,3
Blackthorne,GBA,2003.0,Action,Activision,0.01,3
Don Bradman Cricket 14,X360,2014.0,Sports,Tru Blu Entertainment,0.01,3
DokuSui: DokiDoki Suikoden,PSP,2011.0,Role-Playing,Irem Software Engineering,0.01,3
Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009.0,Fighting,Broccoli,0.01,3
Donkey Kong Jungle Beat,Wii,2008.0,Platform,Nintendo,0.01,3
Bomberman (jp sales),PSP,2006.0,Puzzle,Konami Digital Entertainment,0.01,3
Blazblue: Continuum Shift Extend,PSP,2012.0,Fighting,Arc System Works,0.01,3
S.Y.K: Shinsetsu Saiyuuki,PS2,2009.0,Adventure,Idea Factory,0.01,3
Football Manager Live,PC,2009.0,Sports,Sega,0.01,3
Captain Morgane and the Golden Turtle,Wii,2012.0,Adventure,Reef Entertainment,0.01,3
Black Cat,PS2,2006.0,Action,Capcom,0.01,3
One Piece: Daikaizoku Coliseum,3DS,2016.0,Fighting,Namco Bandai Games,0.01,3
Mortal Kombat,PC,1994.0,Fighting,Acclaim Entertainment,0.01,3
Smart Kid's Mega Game Mix,DS,2009.0,Misc,UFO Interactive,0.01,3
Diary Girl,DS,2008.0,Misc,Konami Digital Entertainment,0.01,3
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,DS,2011.0,Role-Playing,Unknown,0.01,3
Serious Sam II,PC,2005.0,Shooter,Take-Two Interactive,0.01,3
Wand of Fortune: Mirai e no Prologue Portable,PSP,2010.0,Adventure,Idea Factory,0.01,3
Sengoku Hime: Senran ni Mau Otometachi,PSP,2009.0,Adventure,Yeti,0.01,3
Secret Game Portable,PSP,2010.0,Adventure,Yeti,0.01,3
Demon Gaze 2,PSV,2014.0,Role-Playing,Experience Inc.,0.01,3
Neverwinter Nights 2: Mask of the Betrayer,PC,2007.0,Role-Playing,Atari,0.01,3
Kimi no Yuusha,DS,2008.0,Role-Playing,SNK Playmore,0.01,3
Call of Juarez,PC,2006.0,Shooter,Ubisoft,0.01,3
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),X360,2006.0,Shooter,Ubisoft,0.01,3
UEFA Champions League 2006-2007,PSP,2007.0,Sports,Electronic Arts,0.01,3
Codename: Panzers Phase Two,PC,2005.0,Strategy,CDV Software Entertainment,0.01,3
Nobunaga no Yabou Online: Houou no Shou,PS3,2012.0,Strategy,Ackkstudios,0.01,3
Rise of Flight: Iron Cross Edition,PC,2010.0,Simulation,Aerosoft,0.01,3
Cosmetic Paradise: Make no Kiseki,DS,2008.0,Misc,Global A Entertainment,0.01,3
Unreal Tournament 2003,PC,2002.0,Shooter,Atari,0.01,3
Nobunaga no Yabou DS,DS,2006.0,Strategy,Tecmo Koei,0.01,3
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016.0,Action,Namco Bandai Games,0.01,3
Uppers,PSV,2016.0,Action,Marvelous Entertainment,0.01,3
Wand of Fortune Portable,PSP,2010.0,Adventure,Idea Factory,0.01,3
Wiffle Ball Advance,DS,2007.0,Sports,Zoo Digital Publishing,0.01,3
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PSP,2006.0,Action,Konami Digital Entertainment,0.01,3
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,2007.0,Misc,D3Publisher,0.01,3
The Last Remnant,PC,2009.0,Role-Playing,Square Enix,0.01,3
Ten Pin Alley 2,GBA,2004.0,Sports,XS Games,0.01,3
Himawari: Pebble in the Sky Portable,PSP,2010.0,Adventure,Kadokawa Shoten,0.01,3
Wand of Fortune R,PSV,2016.0,Adventure,Idea Factory,0.01,3
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008.0,Adventure,Marvelous Interactive,0.01,3
My Little Baby,DS,2008.0,Simulation,CDV Software Entertainment,0.01,3
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2009.0,Adventure,TGL,0.01,3
Shinobi Koutsutsu,PSP,2014.0,Adventure,Idea Factory,0.01,3
NiGHTS into dreams...,PS2,2008.0,Platform,Sega,0.01,3
WinBack 2: Project Poseidon,PS2,2006.0,Shooter,Tecmo Koei,0.01,3
Kaitou Rousseau,DS,2006.0,Action,Namco Bandai Games,0.01,3
Utawarerumono: Futari no Hakuoro,PS3,2016.0,Misc,Aqua Plus,0.01,3
WRC 5: FIA World Rally Championship,XOne,2015.0,Sports,Bigben Interactive,0.01,3
Totally Spies! Totally Party,PS2,2008.0,Misc,Ubisoft,0.01,3
GunParade Orchestra: Ao no Shou,PS2,2006.0,Adventure,Sony Computer Entertainment,0.01,3
Impossible Creatures,PC,2002.0,Strategy,Microsoft Game Studios,0.01,3
Puyo Pop Fever,GC,2004.0,Puzzle,Sega,0.01,3
Wizardry XTH: Unlimited Students,PS2,2006.0,Role-Playing,Michaelsoft,0.01,3
Raven's Cry,PS4,2015.0,Role-Playing,TopWare Interactive,0.01,3
Instant Brain,X360,2011.0,Adventure,Cave,0.01,3
Guitar Hero III: Legends of Rock,PC,2007.0,Misc,Aspyr,0.01,3
Blitzkrieg 2 Anthology,PC,2008.0,Strategy,Ascaron Entertainment GmbH,0.01,3
Rayman Raving Rabbids,PC,2006.0,Misc,Ubisoft,0.01,3
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016.0,Misc,Namco Bandai Games,0.01,3
Abunai: Koi no Sousa Shitsu,PSP,2012.0,Action,Quinrose,0.01,3
Coronation Street: The Mystery of the Missing Hotpot Recipe,PC,2011.0,Adventure,Avanquest,0.01,3
Battle Worlds: Kronos,PC,2016.0,Strategy,Nordic Games,0.01,3
SoulLink Extension,PS2,2006.0,Adventure,Interchannel,0.01,3
Banjo-Kazooie,X360,2008.0,Platform,Microsoft Game Studios,0.01,3
Samurai Shodown Anthology (JP sales),PS2,2008.0,Fighting,Ignition Entertainment,0.01,3
Winning Post 7 Maximum 2008,PS2,2008.0,Sports,Tecmo Koei,0.01,3
Sangoku Koi Senki: Otome no Heihou!,PS2,2011.0,Adventure,Prototype,0.01,3
PDC World Championship Darts 2008,PSP,,Sports,Oxygen Interactive,0.01,3
WRC: FIA World Rally Championship,PC,,Racing,Black Bean Games,0.01,3
Alfa Romeo Racing Italiano,PS2,2005.0,Racing,Black Bean Games,0.01,3
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",PS2,2002.0,Misc,Media Entertainment,0.01,3
Digger Simulator,PC,2011.0,Simulation,Excalibur Publishing,0.01,3
Turbo: Super Stunt Squad,X360,2013.0,Sports,D3Publisher,0.01,3
Super Robot Taisen XO,X360,2006.0,Strategy,Banpresto,0.01,3
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,Namco Bandai Games,0.01,3
Aquaman: Battle for Atlantis,XB,,Action,Unknown,0.01,3
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,PS2,2010.0,Misc,Hackberry,0.01,3
IL-2 Sturmovik,PC,2001.0,Simulation,Blue Byte,0.01,3
Mortal Kombat: Tournament Edition,GBA,2003.0,Fighting,Midway Games,0.01,3
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005.0,Adventure,Activision,0.01,3
East India Company,PC,2009.0,Strategy,Paradox Interactive,0.01,3
World Poker Tour,GBA,2005.0,Misc,Take-Two Interactive,0.01,3
Sousaku Alice to Oujisama!,3DS,2015.0,Simulation,Happinet,0.01,3
Empire Deluxe,PC,1992.0,Strategy,New World Computing,0.01,3
Umihara Kawase Jun: Second Edition Kanzenban,DS,2009.0,Puzzle,Genterprise,0.01,3
Infinite Stratos 2: Love and Purge,PSV,2015.0,Action,5pb,0.01,3
Fab 5 Soccer,DS,2008.0,Sports,Destineer,0.01,3
Destiny Links,DS,2009.0,Role-Playing,Namco Bandai Games,0.01,3
Best Of Tests,DS,2008.0,Puzzle,Conspiracy Entertainment,0.01,3
Egg Mania: Eggstreme Madness,XB,2002.0,Puzzle,Kemco,0.01,3
Virtua Tennis 3,PC,2007.0,Sports,Sega,0.01,3
Pro Angler Moves,PS3,2012.0,Sports,"Interworks Unlimited, Inc.",0.01,3
Sakura Sakura: Haru Urara,PSP,2010.0,Adventure,GN Software,0.01,3
Uta no * Prince-Sama: Sweet Serenade,PSP,2011.0,Adventure,Broccoli,0.01,3
The Legend of Heroes: Trails in the Sky Third Chapter,PS3,2013.0,Role-Playing,Falcom Corporation,0.01,3
Road Trip: Shifting Gears,GBA,2002.0,Racing,Zoo Digital Publishing,0.01,3
"Iza, Shutsujin! Koisen",PSP,2011.0,Adventure,Quinrose,0.01,3
Major Dream: Major Wii Nagero! Gyroball!!,Wii,2008.0,Sports,Takara Tomy,0.01,3
Hiiro no Kakera: Shin Tamayori Hime Denshou,PS2,2009.0,Adventure,Idea Factory,0.01,3
Datenshi no Amai Yuuwaku x Kaikan Phrase,DS,2010.0,Adventure,FuRyu,0.01,3
Honda ATV Fever,DS,2010.0,Racing,Storm City Games,0.01,3
Grooverider: Slot Car Thunder,XB,2003.0,Racing,Encore,0.01,3
Superstars V8 Racing,X360,2009.0,Racing,Black Bean Games,0.01,3
Grand Theft Auto III,PC,2002.0,Action,Take-Two Interactive,0.01,3
Bakumatsu Koihana: Shinsengumi DS,DS,2008.0,Adventure,D3Publisher,0.01,3
Resident Evil 5 HD,PS4,2016.0,Action,Capcom,0.01,3
Miyako: Awayuki no Utage,PSP,2012.0,Action,Idea Factory,0.01,3
Super PickUps,Wii,2009.0,Racing,XS Games,0.01,3
Ben 10 Omniverse 2,X360,2013.0,Action,Namco Bandai Games,0.01,3
Rewrite,PSV,2014.0,Adventure,Prototype,0.01,3
Konami Classics Vol. 2,X360,2009.0,Misc,Konami Digital Entertainment,0.01,3
Aeon Flux,XB,2005.0,Action,THQ,0.01,3
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,DS,2011.0,Misc,Namco Bandai Games,0.01,3
Kana: Imouto,PSP,2010.0,Adventure,CyberFront,0.01,3
Barbie and Her Sisters Puppy Rescue,WiiU,2015.0,Action,Namco Bandai Games,0.01,3
Rock N' Roll Racing,SNES,1993.0,Racing,Interplay,0.01,3
Higurashi no Naku Koro ni Iki,PS3,2015.0,Action,Kaga Create,0.01,3
Marginal #4: Idol of Supernova,PSV,2014.0,Adventure,Idea Factory,0.01,3
Nodame Cantabile,PS2,2007.0,Misc,Banpresto,0.01,3
Paranormal Pursuit: The Gifted One,PC,2015.0,Action,Alawar Entertainment,0.01,3
DoDonPachi Saidaioujou,X360,2013.0,Shooter,Cave,0.01,3
Last Escort: Club Katze,PS2,2010.0,Adventure,D3Publisher,0.01,3
1/2 Summer +,PSP,2013.0,Adventure,Kaga Create,0.01,3
Winning Post 7 Maximum 2008,PS3,2008.0,Sports,Tecmo Koei,0.01,3
Psycho-Pass,XOne,2014.0,Adventure,5pb,0.01,3
Brain Exercise With Dr. Kawashima,PC,2009.0,Puzzle,Namco Bandai Games,0.01,3
Tears to Tiara: Kakan no Daichi Portable,PSP,2010.0,Adventure,Aqua Plus,0.01,3
Games Around the World,DS,2010.0,Misc,Zoo Games,0.01,3
Football Manager 2005,PC,2004.0,Sports,Sega,0.01,3
Hitotsu Tobashi Renai V,PSV,2015.0,Adventure,Kaga Create,0.01,3
Ninja Gaiden Sigma 2,PSV,2013.0,Action,Tecmo Koei,0.01,3
Turbo Trainz,Wii,2012.0,Racing,Mastertronic,0.01,3
Theatre Of War,PC,2007.0,Strategy,Kalypso Media,0.01,3
Nintendogs and Cats Golden Retriever and New Friends,3DS,2011.0,Action,Nintendo,0.01,3
Young Justice: Legacy,X360,2013.0,Action,Namco Bandai Games,0.01,3
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,DS,2009.0,Adventure,Arc System Works,0.01,3
Monster Rancher Advance 2,GBA,2002.0,Simulation,Tecmo Koei,0.01,3
Madden NFL 13,PS3,2012.0,Sports,Electronic Arts,0.01,3
Voodoo Chronicles: First Sign,PC,2011.0,Adventure,ValuSoft,0.01,3
Umineko no Naku Koro ni Portable 1,PSP,2011.0,Adventure,Alchemist,0.01,3
Dr. Slump & Arale-Chan,DS,2008.0,Adventure,Namco Bandai Games,0.01,3
Geten no Hana: Yume Akari,PSP,2014.0,Misc,Tecmo Koei,0.01,3
Festa!! Hyper Girls Party,PS2,2006.0,Adventure,KID,0.01,3
Collar x Malice,PSV,2016.0,Action,Idea Factory,0.01,3
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008.0,Misc,Benesse,0.01,3
Vanark,PS,1999.0,Shooter,Jaleco,0.01,3
Dragon's Dogma Online: Season 2,PS4,2016.0,Action,Capcom,0.01,3
Game Book DS: Sword World 2.0,DS,2009.0,Role-Playing,Broccoli,0.01,3
WTA Tour Tennis,XB,2002.0,Sports,Konami Digital Entertainment,0.01,3
Norn + Nonette: Last Era,PSV,2015.0,Action,Idea Factory,0.01,3
BlazBlue: Calamity Trigger,PC,2010.0,Fighting,PQube,0.01,3
Furious Karting,XB,2003.0,Racing,Atari,0.01,3
WSC REAL 09: World Snooker Championship,PS3,2009.0,Sports,Deep Silver,0.01,3
Harry Potter and the Chamber of Secrets,PC,2002.0,Action,Electronic Arts,0.01,3
Pet Shop Monogatari DS 2,DS,2010.0,Simulation,Taito,0.01,3
Mystery Legends: Beauty and the Beast,PC,2012.0,Puzzle,Focus Multimedia,0.01,3
Fuuraiki 3,PSV,2015.0,Action,Unknown,0.01,3
Chokkan! Asonde Relaxuma,DS,2008.0,Action,Rocket Company,0.01,3
Hot Wheels: Stunt Track Challenge / World Race,GBA,2006.0,Racing,"Destination Software, Inc",0.01,3
Minna no Conveni,DS,2010.0,Simulation,Taito,0.01,3
Accel World: Kasoku no Chouten,PSP,2013.0,Adventure,Namco Bandai Games,0.01,3
SoulCalibur Legends (JP sales),Wii,2007.0,Action,Namco Bandai Games,0.01,3
Izumo 2,PS2,2006.0,Adventure,GN Software,0.01,3
Entaku no Seito: Students of Round,X360,2011.0,Role-Playing,ChunSoft,0.01,3
Bratz: Forever Diamondz,PS2,2006.0,Adventure,THQ,0.01,3
Isshoni Gohan. Portable,PSP,2013.0,Adventure,Boost On,0.01,3
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,PSP,2008.0,Adventure,Hudson Soft,0.01,3
King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010.0,Fighting,SNK Playmore,0.01,3
Monkey Madness: Island Escape,DS,2010.0,Action,Storm City Games,0.01,3
Malice,XB,2004.0,Platform,Evolved Games,0.01,3
Raven Squad: Operation Hidden Dagger,PC,2009.0,Shooter,Evolved Games,0.01,3
htoL#NiQ: The Firefly Diary,PSV,2014.0,Platform,Nippon Ichi Software,0.01,3
Tiger Woods PGA Tour 2005,PC,2004.0,Sports,Electronic Arts,0.01,3
Deus Ex,PC,2000.0,Role-Playing,Eidos Interactive,0.01,3
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,DS,2008.0,Adventure,Capcom,0.01,3
Ouka Sengoku Portable,PSP,2012.0,Adventure,Alchemist,0.01,3
Smiley World: Island Challenge,DS,2009.0,Puzzle,Zoo Digital Publishing,0.01,3
Order Up!!,3DS,2011.0,Action,Funbox Media,0.01,3
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005.0,Adventure,Konami Digital Entertainment,0.01,3
Hanayamata: Yosakoi Live,PSV,2014.0,Adventure,Namco Bandai Games,0.01,3
Shepherd's Crossing,PSP,2009.0,Simulation,Success,0.01,3
Dark Parables: The Exiled Prince,PC,2011.0,Puzzle,Unknown,0.01,3
Military History: Commander - Europe at War,DS,2009.0,Strategy,Slitherine Software,0.01,3
Tactics Layer: Ritina Guard Senki,DS,2009.0,Strategy,D3Publisher,0.01,3
We Sing 80s,Wii,2012.0,Misc,Nordic Games,0.01,3
Republique,PS4,2016.0,Action,Nippon Ichi Software,0.01,3
San-X Character Channel: All-Star Daishuugou!,DS,2008.0,Action,MTO,0.01,3
Rail Simulator,PC,2007.0,Simulation,Electronic Arts,0.01,3
Putty Squad,PS3,2013.0,Platform,System 3,0.01,3
Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,2006.0,Sports,Sega,0.01,3
Rozen Maiden: Gebetgarten,PS2,2007.0,Fighting,Taito,0.01,3
Resistance Dual Pack,PS3,2011.0,Shooter,Sony Computer Entertainment,0.01,3
Princess Arthur,PSP,2013.0,Misc,Idea Factory,0.01,3
Sakura-Sou no Pet na Kanojo,PSP,2013.0,Adventure,Kadokawa Games,0.01,3
Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,2007.0,Fighting,SNK Playmore,0.01,3
Tantei Jinguuji Saburo: Hai to Diamond,PSP,2009.0,Adventure,Arc System Works,0.01,3
BattleForge,PC,2009.0,Strategy,Electronic Arts,0.01,3
Jewel Quest II,PC,2007.0,Puzzle,Avanquest,0.01,3
Toro to Morimori,PS3,2009.0,Misc,Sony Computer Entertainment,0.01,3
Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,Sega,0.01,3
Satisfashion,Wii,2010.0,Misc,Destineer,0.01,3
Homeworld Remastered Collection,PC,,Strategy,N/A,0.01,3
Metal Slug Anthology,PS2,2007.0,Shooter,Ignition Entertainment,0.01,3
K-1 Grand Prix,PS,1999.0,Fighting,Jaleco,0.01,3
Shorts,DS,,Platform,Unknown,0.01,3
Legoland,PC,1999.0,Action,LEGO Media,0.01,3
Rave Master: Special Attack Force!,GBA,2002.0,Fighting,Konami Digital Entertainment,0.01,3
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,PS2,2007.0,Strategy,D3Publisher,0.01,3
AKB1/48: Idol to Guam de Koishitara...,X360,,Misc,N/A,0.01,3
Casper,GBA,2002.0,Adventure,Microids,0.01,3
Hyakka Yakou,PSV,2015.0,Action,Unknown,0.01,3
Adventure Time: The Secret of the Nameless,X360,2014.0,Adventure,Little Orbit,0.01,3
Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,0.01,3
