NAME,PLATFORM,YEAR,GENRE,PUBLISHER,NA_PERCENT,EU_PERCENT,JP_PERCENT,OTHER_PERCENT
R-Type Delta,PS,1998.0,Shooter,Irem Software Engineering,33.33,33.33,0.0,0.0
Angelique: Maren no Rokukishi,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Soul Eater: Battle Resonance,PSP,2009.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Psycho-Pass: Mandatory Happiness,PS4,2016.0,Adventure,Nippon Ichi Software,66.67,0.0,0.0,0.0
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008.0,Misc,D3Publisher,0.0,0.0,100.0,0.0
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994.0,Action,Banpresto,0.0,0.0,100.0,0.0
Napoleon Dynamite: The Game,DS,2007.0,Puzzle,Crave Entertainment,66.67,0.0,0.0,0.0
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008.0,Simulation,Broccoli,0.0,0.0,100.0,0.0
Rock 'N' Roll Adventures,Wii,2007.0,Platform,Popcorn Arcade,66.67,0.0,0.0,0.0
War Gods,PS,1996.0,Fighting,GT Interactive,33.33,33.33,0.0,0.0
Evangelion: Jo,PS2,2009.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Doki Oki,PS,1995.0,Adventure,Banpresto,0.0,0.0,66.67,0.0
Gakuen Alice: WakuWaku * Happy Friends,DS,2007.0,Adventure,Kids Station,0.0,0.0,100.0,0.0
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012.0,Adventure,ChunSoft,0.0,0.0,100.0,0.0
Konohana 2: Todoke Kanai Requiem,PS2,2002.0,Adventure,Success,0.0,0.0,100.0,0.0
Derby Time 2006,PSP,2006.0,Sports,Sony Computer Entertainment,0.0,0.0,100.0,0.0
Yuusha Shisu.,PSV,2016.0,Role-Playing,Nippon Ichi Software,0.0,0.0,100.0,0.0
Monster Mayhem: Build and Battle,DS,2009.0,Simulation,Zushi Games,100.0,0.0,0.0,0.0
Senjou no Waltz,PSV,2014.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Chuck E. Cheese's Sports Games,Wii,2011.0,Sports,UFO Interactive,100.0,0.0,0.0,0.0
Ghostbusters (2016),XOne,2016.0,Action,Activision,100.0,0.0,0.0,0.0
Stronghold 2 Deluxe,PC,2005.0,Strategy,Take-Two Interactive,0.0,100.0,0.0,0.0
MAPLUS: Portable Navi 3,PSP,2009.0,Misc,Edia,0.0,0.0,100.0,0.0
DEATH NOTE: L o Tsugu Mono,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,100.0,0.0
ZooCube,GC,2002.0,Puzzle,Acclaim Entertainment,100.0,0.0,0.0,0.0
Puppet Show 3: Lost Town,PC,2011.0,Puzzle,Focus Home Interactive,0.0,100.0,0.0,0.0
Star Wars: Empire at War - Forces of Corruption,PC,2006.0,Strategy,LucasArts,0.0,100.0,0.0,0.0
Spy Hunter / Super Sprint,GBA,2005.0,Racing,Zoo Digital Publishing,100.0,50.0,0.0,0.0
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010.0,Adventure,Prototype,0.0,0.0,100.0,0.0
Room Zoom: Race for Impact,XB,2004.0,Racing,Jaleco,100.0,50.0,0.0,0.0
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013.0,Adventure,5pb,0.0,0.0,100.0,0.0
Tube Slider,GC,,Racing,Unknown,100.0,0.0,0.0,0.0
Ghost Pirates of Vooju Island,PC,2009.0,Adventure,DTP Entertainment,0.0,100.0,0.0,0.0
America Oudan Ultra-Quiz,SAT,1995.0,Misc,Victor Interactive,0.0,0.0,100.0,0.0
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009.0,Shooter,5pb,0.0,0.0,100.0,0.0
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009.0,Misc,PlayV,0.0,100.0,0.0,0.0
ParaWorld,PC,2006.0,Strategy,Deep Silver,0.0,100.0,0.0,0.0
Tropico Reloaded,PC,2009.0,Strategy,Kalypso Media,0.0,100.0,0.0,0.0
Shinseiki Evangelion: Battle Orchestra,PS2,2007.0,Fighting,Broccoli,0.0,0.0,100.0,0.0
Pharaoh,PC,1998.0,Strategy,Vivendi Games,0.0,100.0,0.0,0.0
Vampire Mansion: Linda Hyde,DS,2011.0,Adventure,Unknown,0.0,100.0,0.0,0.0
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Battlefield 2: Modern Combat(JP sales),PS2,2005.0,Shooter,Electronic Arts,0.0,0.0,100.0,0.0
The Idolmaster: Gravure For You! Vol.7,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Stake: Fortune Fighters,XB,2003.0,Fighting,Metro 3D,100.0,50.0,0.0,0.0
Serious Sam Advance,GBA,2004.0,Shooter,Global Star,100.0,50.0,0.0,0.0
The Settlers: Rise of an Empire,PC,2007.0,Strategy,Ubisoft,50.0,50.0,0.0,0.0
Let's Play Garden,Wii,2010.0,Simulation,Deep Silver,100.0,0.0,0.0,0.0
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,,Adventure,N/A,0.0,0.0,100.0,0.0
Pop'n Music 12 Iroha,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,100.0,0.0
BeatMania IIDX 11: IIDX Red,PS2,2006.0,Simulation,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Warhammer Online: Age of Reckoning,PC,2008.0,Role-Playing,GOA,0.0,100.0,0.0,0.0
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Road Trip: The Arcade Edition,GC,2002.0,Racing,Zoo Digital Publishing,100.0,0.0,0.0,0.0
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014.0,Action,Idea Factory,0.0,0.0,100.0,0.0
No More Heroes: Heroes' Paradise,X360,2010.0,Action,Marvelous Interactive,0.0,0.0,100.0,0.0
Virtua Tennis: World Tour (jp sales),PSP,2005.0,Sports,Sega,0.0,0.0,100.0,0.0
World Series of Poker 2008: Battle for the Bracelets,PSP,2007.0,Misc,Activision,100.0,0.0,0.0,0.0
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012.0,Action,5pb,0.0,0.0,100.0,0.0
Cold War,XB,2005.0,Shooter,DreamCatcher Interactive,100.0,50.0,0.0,0.0
Steel Battalion: Line of Contact,XB,2004.0,Simulation,Capcom,100.0,50.0,0.0,0.0
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016.0,Action,Namco Bandai Games,0.0,100.0,0.0,0.0
Ken to Mahou to Gakuen Mono. 2G,PS3,2010.0,Role-Playing,Acquire,0.0,0.0,100.0,0.0
NBA Starting Five,XB,2002.0,Sports,Konami Digital Entertainment,100.0,50.0,0.0,0.0
Kami Naru Kimi to,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Spy Hunter: Nowhere To Run,PS2,2006.0,Racing,Midway Games,50.0,50.0,0.0,0.0
LEGO Harry Potter: Years 1-4,PC,2010.0,Action,Warner Bros. Interactive Entertainment,50.0,50.0,0.0,0.0
Ikki Tousen: Eloquent Fist,PSP,2008.0,Fighting,Marvelous Interactive,0.0,0.0,100.0,0.0
Viva Pinata,PC,2007.0,Simulation,Microsoft Game Studios,0.0,100.0,0.0,0.0
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004.0,Action,BAM! Entertainment,100.0,50.0,0.0,0.0
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003.0,Action,Capcom,100.0,50.0,0.0,0.0
Chili Con Carnage,PSP,2007.0,Shooter,Eidos Interactive,0.0,100.0,0.0,50.0
Bus Simulator 16,PC,2016.0,Simulation,Astragon,0.0,100.0,0.0,0.0
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006.0,Action,Konami Digital Entertainment,100.0,0.0,0.0,0.0
Teddy Together,3DS,2016.0,Simulation,Nintendo,0.0,100.0,0.0,0.0
Pony Luv,DS,2008.0,Simulation,GSP,100.0,0.0,0.0,0.0
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010.0,Action,Kadokawa Shoten,0.0,0.0,100.0,0.0
Omega Quintet,PS4,2014.0,Role-Playing,Compile Heart,0.0,0.0,100.0,0.0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Demigod,PC,2009.0,Strategy,Atari,0.0,100.0,0.0,0.0
The Voice,PS3,2014.0,Action,Activision,100.0,0.0,0.0,0.0
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005.0,Platform,Midway Games,100.0,50.0,0.0,0.0
Bunmei Haruka: Aoiza Ibunroku,PSP,2011.0,Action,FuRyu,0.0,0.0,100.0,0.0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015.0,Adventure,Namco Bandai Games,0.0,0.0,100.0,0.0
Blade Arcus from Shining EX,PS4,2015.0,Fighting,Sega,0.0,0.0,100.0,0.0
Vantage Master Portable,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,100.0,0.0
Lilpri DS: Hime-Chen! Apple Pink,DS,2010.0,Adventure,Sega,0.0,0.0,100.0,0.0
Star Trek Online,PC,2010.0,Role-Playing,Atari,0.0,100.0,0.0,0.0
Rapala for Kinect,X360,2011.0,Sports,Activision,0.0,100.0,0.0,0.0
Rugby Challenge 3,X360,2016.0,Sports,Alternative Software,0.0,100.0,0.0,0.0
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008.0,Misc,D3Publisher,0.0,0.0,100.0,0.0
Diabolik Lovers: Vandead Carnival,PSV,2014.0,Action,Idea Factory,0.0,0.0,100.0,0.0
O.M.G. 26 - Our Mini Games,DS,2007.0,Puzzle,505 Games,100.0,0.0,0.0,0.0
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005.0,Action,Zoo Digital Publishing,100.0,50.0,0.0,0.0
AMF Xtreme Bowling,PS2,2006.0,Sports,Mastertronic,50.0,50.0,0.0,0.0
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005.0,Shooter,Eidos Interactive,100.0,50.0,0.0,0.0
Bomberman Fantasy Race,PS,1998.0,Racing,Virgin Interactive,50.0,50.0,0.0,0.0
Colin McRae Rally 2.0,GBA,2002.0,Racing,Codemasters,100.0,50.0,0.0,0.0
Carnage Heart EXA,PSP,2010.0,Strategy,ArtDink,0.0,0.0,100.0,0.0
Tropico 4: Modern Times,PC,2012.0,Strategy,Kalypso Media,0.0,100.0,0.0,0.0
Europa Universalis III Complete,PC,2008.0,Strategy,Paradox Interactive,0.0,100.0,0.0,0.0
Bugriders: The Race of Kings,PS,1997.0,Racing,GT Interactive,50.0,50.0,0.0,0.0
Bust-A-Move,3DO,1994.0,Puzzle,Micro Cabin,0.0,0.0,100.0,0.0
Wii de Asobu: Metroid Prime,Wii,,Shooter,Nintendo,0.0,0.0,100.0,0.0
Payout Poker & Casino,PSP,,Misc,Unknown,100.0,0.0,0.0,0.0
Wii de Asobu: Metroid Prime,Wii,,Shooter,Nintendo,0.0,0.0,100.0,0.0
Wangan Midnight Portable,PSP,2007.0,Racing,Genki,0.0,0.0,100.0,0.0
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015.0,Action,Namco Bandai Games,0.0,0.0,100.0,0.0
Canvas 2,PS2,2006.0,Adventure,Kadokawa Shoten,0.0,0.0,100.0,0.0
Memories Off: Sorekara Again,PS2,2006.0,Adventure,KID,0.0,0.0,100.0,0.0
Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,Ubisoft,0.0,100.0,0.0,0.0
11eyes: CrossOver,X360,2009.0,Adventure,5pb,0.0,0.0,100.0,0.0
Kenka Bancho Otome,PSV,2016.0,Action,Screenlife,0.0,0.0,100.0,0.0
Supermodel Makeover by Lauren Luke,DS,2009.0,Simulation,Avanquest,0.0,100.0,0.0,0.0
George of the Jungle and the Search for the Secret,Wii,2008.0,Platform,Ignition Entertainment,100.0,0.0,0.0,0.0
AirForce Delta Storm,GBA,2002.0,Shooter,Konami Digital Entertainment,100.0,50.0,0.0,0.0
Serious Sam HD: Gold Edition,X360,2011.0,Shooter,Mastertronic,0.0,100.0,0.0,0.0
Peter Pan in Disney's Return to Never Land,PS,2002.0,Platform,Sony Computer Entertainment,50.0,50.0,0.0,0.0
Ferrari Challenge Trofeo Pirelli Deluxe,Wii,2009.0,Racing,System 3 Arcade Software,0.0,100.0,0.0,0.0
Xenosaga I·II,DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,100.0,0.0
SimCity Societies,PC,2007.0,Simulation,Electronic Arts,0.0,100.0,0.0,0.0
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,2008.0,Sports,Hudson Soft,0.0,0.0,100.0,0.0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,PS3,2016.0,Misc,Namco Bandai Games,0.0,0.0,100.0,0.0
Fishdom 2 Deluxe,PC,2010.0,Puzzle,Rondomedia,0.0,100.0,0.0,50.0
Kuusen II,PS2,2004.0,Simulation,Kadokawa Shoten,0.0,0.0,100.0,0.0
Cross Channel: In Memory of All People,X360,2011.0,Adventure,CyberFront,0.0,0.0,100.0,0.0
Bomberman Story DS,DS,2007.0,Role-Playing,Rising Star Games,0.0,0.0,100.0,0.0
Penguins of Madagascar,Wii,2014.0,Action,Namco Bandai Games,0.0,100.0,0.0,0.0
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,2010.0,Adventure,Prototype,0.0,0.0,100.0,0.0
Brothers in Arms: Hell's Highway,PC,2008.0,Shooter,Ubisoft,0.0,100.0,0.0,0.0
Are You Alice?,PSP,2011.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Future Tactics: The Uprising,GC,2004.0,Strategy,JoWood Productions,100.0,0.0,0.0,0.0
Stronghold Crusader Extreme,PC,2008.0,Strategy,Gamecock,0.0,100.0,0.0,0.0
Kensei: Sacred Fist,PS,1997.0,Fighting,Konami Digital Entertainment,50.0,50.0,0.0,0.0
Backyard NFL Football,DS,2007.0,Sports,Atari,100.0,0.0,0.0,0.0
Okashi na Shima no Peter Pan: Sweet Never Land,PSP,2011.0,Adventure,Quinrose,0.0,0.0,100.0,0.0
Urakata Hakuoki,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Cities XL 2011,PC,2010.0,Simulation,Focus Home Interactive,0.0,100.0,0.0,0.0
Kung Fu Panda,PC,2008.0,Action,Activision,0.0,100.0,0.0,0.0
Gift: Prism,PS2,2006.0,Adventure,Sweets,0.0,0.0,100.0,0.0
PDC World Championship Darts: Pro Tour,X360,2010.0,Sports,O-Games,0.0,100.0,0.0,0.0
Shanghai: True Valor,PS,1998.0,Puzzle,Activision,50.0,50.0,0.0,0.0
Tokyo Xanadu eX+,PS4,2016.0,Role-Playing,Nihon Falcom Corporation,0.0,0.0,100.0,0.0
Major Dream: Major DS Dream Baseball,DS,2008.0,Sports,Takara Tomy,0.0,0.0,100.0,0.0
Steins;Gate: Senkei Kousoku no Phonogram,X360,2013.0,Adventure,5pb,0.0,0.0,100.0,0.0
Thunderbirds,GBA,2004.0,Shooter,Vivendi Games,100.0,50.0,0.0,0.0
Winning Post 8 2015,PSV,2015.0,Action,Tecmo Koei,0.0,0.0,100.0,0.0
Vitamin Z Revolution,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,100.0,0.0
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008.0,Adventure,Alchemist,0.0,0.0,100.0,0.0
Inkheart,DS,2009.0,Adventure,DreamCatcher Interactive,100.0,0.0,0.0,0.0
Street Fighter X Tekken,PC,2012.0,Fighting,Capcom,0.0,100.0,0.0,0.0
Lunatic Dawn Tempest,PS2,2001.0,Role-Playing,ArtDink,0.0,0.0,100.0,0.0
Ceville,PC,2009.0,Action,Kalypso Media,0.0,100.0,0.0,0.0
Strike Witches: Shirogane no Tsubasa,PSP,2012.0,Strategy,Kadokawa Shoten,0.0,0.0,100.0,0.0
Total Immersion Racing,XB,2002.0,Racing,Empire Interactive,100.0,50.0,0.0,0.0
Totally Spies! 2: Undercover,DS,2006.0,Action,Atari,50.0,50.0,0.0,0.0
Luxor: The Wrath of Set,PSP,2006.0,Puzzle,Mumbo Jumbo,100.0,0.0,0.0,0.0
Natalie Brooks: Mystery at Hillcrest High,DS,2012.0,Action,Licensed 4U,0.0,100.0,0.0,0.0
NASCAR Heat Evolution,XOne,2016.0,Racing,Dusenberry Martin Racing,100.0,0.0,0.0,0.0
Board Game: Top Shop,PS,1999.0,Misc,Success,50.0,50.0,0.0,0.0
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007.0,Action,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Castlevania: Lords of Shadow - Reverie,X360,2011.0,Action,Konami Digital Entertainment,100.0,0.0,0.0,0.0
Xia-Xia,DS,2012.0,Platform,N/A,0.0,100.0,0.0,0.0
Cocoto Magic Circus,Wii,2008.0,Shooter,Neko Entertainment,100.0,0.0,0.0,0.0
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,PS2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,100.0,0.0
Dunamis 15,PS3,2011.0,Adventure,5pb,0.0,0.0,100.0,0.0
DemiKids: Dark Version,GBA,2002.0,Role-Playing,Atlus,100.0,50.0,0.0,0.0
Mage Knight: Destiny's Soldier,DS,2006.0,Strategy,Namco Bandai Games,100.0,0.0,0.0,0.0
GT Legends,PC,2005.0,Racing,Atari,0.0,100.0,0.0,0.0
Blender Bros.,GBA,2002.0,Platform,Unknown,100.0,50.0,0.0,0.0
Suzumiya Haruhi no Heiretsu,Wii,2009.0,Adventure,Sega,0.0,0.0,100.0,0.0
F1 Race Stars,PC,2012.0,Racing,Codemasters,0.0,100.0,0.0,0.0
DemiKids: Light Version,GBA,2002.0,Role-Playing,Atlus,100.0,50.0,0.0,0.0
Nanatsuiro * Drops Pure!!,PS2,2007.0,Adventure,Media Works,0.0,0.0,100.0,0.0
Pe-Jongju to Manabu Kankokugo DS: Test-Hen,DS,2010.0,Misc,D3Publisher,0.0,0.0,100.0,0.0
Escape the Emerald Star,PC,2011.0,Puzzle,PopCap Games,100.0,0.0,0.0,0.0
La Corda d'Oro 4,PSV,2016.0,Action,Tecmo Koei,0.0,0.0,100.0,0.0
Thomas and Friends: Steaming around Sodor,3DS,2015.0,Action,Avanquest Software,0.0,100.0,0.0,0.0
Titanic Mystery,Wii,2010.0,Puzzle,O-Games,100.0,0.0,0.0,0.0
Falcon 4.0: Allied Force,PC,2005.0,Simulation,Graphsim Entertainment,0.0,100.0,0.0,0.0
Bottom of the 9th '97,PS,1997.0,Sports,Konami Digital Entertainment,50.0,50.0,0.0,0.0
Shaman King: Chou Senjiryokketsu 3,GBA,2002.0,Role-Playing,King Records,0.0,0.0,100.0,0.0
Ride,X360,2015.0,Racing,Milestone S.r.l.,0.0,100.0,0.0,0.0
Line Rider 2: Unbound,Wii,2008.0,Puzzle,Deep Silver,100.0,0.0,0.0,0.0
HatsuKare * Renai Debut Sengen!,PSP,2013.0,Adventure,FuRyu,0.0,0.0,100.0,0.0
Treasure Chase,DS,2011.0,Puzzle,Storm City Games,100.0,0.0,0.0,0.0
Unreal Anthology,PC,2006.0,Shooter,Midway Games,0.0,100.0,0.0,0.0
X3: Terran War Pack,PC,2012.0,Misc,Deep Silver,0.0,100.0,0.0,0.0
Prison Architect,PS4,2016.0,Action,Introversion Software,50.0,50.0,0.0,0.0
G1 Jockey Wii,Wii,2007.0,Sports,Tecmo Koei,0.0,50.0,100.0,0.0
Kingdom: Ikkitousen no Ken,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007.0,Fighting,Yuke's,0.0,0.0,100.0,0.0
Rugby League Live 3,PS4,2015.0,Action,Tru Blu Entertainment,0.0,100.0,0.0,0.0
Tom Clancy's EndWar,PC,2009.0,Strategy,Ubisoft,0.0,100.0,0.0,0.0
RayCrisis: Series Termination,PS,1999.0,Shooter,JVC,50.0,50.0,0.0,0.0
Left 4 Dead,PC,2008.0,Shooter,Electronic Arts,0.0,100.0,0.0,0.0
Bejeweled 2 Deluxe,PC,2006.0,Puzzle,Focus Home Interactive,0.0,100.0,0.0,0.0
Ikki Tousen: Shining Dragon,PS2,2007.0,Role-Playing,Marvelous Interactive,0.0,0.0,100.0,0.0
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008.0,Adventure,Minato Station,0.0,0.0,100.0,0.0
Toxic Grind,XB,2002.0,Sports,THQ,100.0,0.0,0.0,0.0
DiRT,PC,2007.0,Racing,Codemasters,0.0,100.0,0.0,0.0
Kawasaki Jet Ski,Wii,2008.0,Racing,Metro 3D,100.0,0.0,0.0,0.0
Genkai Tokki: Seven Pirates,PSV,2016.0,Role-Playing,Compile Heart,0.0,0.0,100.0,0.0
Enchanted Arms (JP sales),X360,2006.0,Role-Playing,Ubisoft,0.0,0.0,100.0,0.0
ScrapLand,XB,2005.0,Action,Deep Silver,100.0,0.0,0.0,0.0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,PSP,2011.0,Misc,Paon,0.0,0.0,100.0,0.0
Geten no Hana,PSP,2013.0,Misc,Tecmo Koei,0.0,0.0,100.0,0.0
Crazy Machines,Wii,2010.0,Puzzle,DTP Entertainment,50.0,50.0,0.0,0.0
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,PSP,2009.0,Adventure,Tecmo Koei,0.0,0.0,100.0,0.0
Blade Arcus from Shining EX,PS3,2015.0,Fighting,Sega,0.0,0.0,100.0,0.0
Brave: The Video Game,Wii,2012.0,Action,Disney Interactive Studios,0.0,100.0,0.0,0.0
Frontlines: Fuel of War,PC,2008.0,Shooter,THQ,0.0,100.0,0.0,0.0
D.Gray-man: Sousha no Shikaku,PS2,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,100.0,0.0
Indianapolis 500 Evolution,X360,2009.0,Racing,Zushi Games,100.0,0.0,0.0,0.0
Ookami to Koushinryou: Omiowataru Kaze,DS,2009.0,Adventure,ASCII Media Works,0.0,0.0,100.0,0.0
Grey's Anatomy: The Video Game,PC,2009.0,Adventure,Ubisoft,0.0,100.0,0.0,0.0
School Days LxH,PS2,2008.0,Adventure,Interchannel,0.0,0.0,100.0,0.0
Neo Angelique,PS2,2006.0,Adventure,Tecmo Koei,0.0,0.0,100.0,0.0
Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006.0,Action,Crave Entertainment,50.0,50.0,0.0,0.0
Namco Museum Battle Collection (JP sales),PSP,2005.0,Misc,Sony Computer Entertainment,0.0,0.0,100.0,0.0
Chaos;Head Noah,PSP,2010.0,Adventure,5pb,0.0,0.0,100.0,0.0
Brandish: The Dark Revenant,PSP,2009.0,Role-Playing,Falcom Corporation,0.0,0.0,100.0,0.0
Summon Night: Swordcraft Story,GBA,2003.0,Role-Playing,Banpresto,100.0,50.0,0.0,0.0
Samurai Shodown V,XB,2006.0,Fighting,Ignition Entertainment,100.0,0.0,0.0,0.0
Pro Fishing Challenge,XB,2004.0,Sports,Atlus,100.0,0.0,0.0,0.0
Minna no Chizu 2,PSP,2007.0,Misc,Zenrin,0.0,0.0,100.0,0.0
Franklin's Great Adventures,DS,2006.0,Action,Game Factory,100.0,0.0,0.0,0.0
Test Drive Unlimited,PC,2007.0,Racing,Atari,0.0,100.0,0.0,0.0
SAW,PC,2009.0,Action,Konami Digital Entertainment,0.0,100.0,0.0,0.0
Princess Saver! Eternal Love for My Lady,PS2,2010.0,Adventure,Comfort,0.0,0.0,100.0,0.0
To Love-Ru Trouble: Darkness - True Princess,PSV,2015.0,Action,FuRyu,0.0,0.0,100.0,0.0
Tokyo Mew Mew,PS,2002.0,Role-Playing,Takara,0.0,0.0,100.0,0.0
Jitsumei Jikkyou Keiba Dream Classic 2002,PS2,2002.0,Sports,Namco Bandai Games,0.0,0.0,100.0,0.0
Ice Age: Dawn of the Dinosaurs,PC,2009.0,Action,Activision,100.0,0.0,0.0,0.0
Interactive Storybook DS Series 3,DS,2007.0,Misc,Tommo,100.0,0.0,0.0,0.0
Moujuutsukai to Oujisama: Snow Bride Portable,PSP,2012.0,Adventure,Idea Factory,0.0,0.0,100.0,0.0
Twinkle * Crusaders GoGo!,PSP,2010.0,Adventure,ASCII Media Works,0.0,0.0,100.0,0.0
Serious Sam HD: Gold Edition,PC,2010.0,Shooter,Devolver Digital,0.0,100.0,0.0,0.0
Rule of Rose,PS2,2006.0,Action,505 Games,50.0,50.0,0.0,0.0
RedCard 20-03,GC,2002.0,Sports,Midway Games,100.0,0.0,0.0,0.0
Homeworld,PC,1998.0,Strategy,Vivendi Games,0.0,100.0,0.0,0.0
Freestyle Metal X,XB,2003.0,Racing,Midway Games,100.0,0.0,0.0,0.0
Shonen Jump's One Piece: Grand Adventure,PS2,2005.0,Fighting,Namco Bandai Games,50.0,50.0,0.0,0.0
Pac-Man World Rally,PS2,2006.0,Racing,Namco Bandai Games,50.0,50.0,0.0,0.0
Plants vs. Zombies: Garden Warfare,PC,2014.0,Shooter,Electronic Arts,0.0,100.0,0.0,0.0
Max Payne,PC,2001.0,Shooter,Take-Two Interactive,0.0,100.0,0.0,0.0
Uta Kumi 575,PSV,2014.0,Misc,Sega,0.0,0.0,100.0,0.0
Invizimals: The Lost Kingdom,PS3,2013.0,Action,Sony Computer Entertainment,0.0,100.0,0.0,50.0
428: Fuusa Sareta Shibuya de,PS3,2009.0,Adventure,Spike,0.0,0.0,100.0,0.0
IL-2 Sturmovik: Forgotten Battles,PC,2003.0,Simulation,Ubisoft,0.0,100.0,0.0,0.0
Overlord,PC,2007.0,Strategy,Codemasters,0.0,100.0,0.0,0.0
Sacred 3,PC,2014.0,Role-Playing,Deep Silver,0.0,100.0,0.0,0.0
The Professor's Brain Trainer: Logic,DS,2005.0,Puzzle,505 Games,100.0,0.0,0.0,0.0
Fritz Chess,Wii,2009.0,Strategy,Deep Silver,100.0,50.0,0.0,0.0
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010.0,Misc,D3Publisher,0.0,0.0,100.0,0.0
NFL Blitz Pro,GC,2003.0,Sports,Midway Games,100.0,0.0,0.0,0.0
Rocket League,PC,2016.0,Sports,505 Games,50.0,50.0,0.0,0.0
Balls of Fury,Wii,2007.0,Sports,Zoo Digital Publishing,100.0,0.0,0.0,0.0
18 Wheels of Steel: Extreme Trucker,PC,2009.0,Racing,Rondomedia,0.0,100.0,0.0,0.0
Rugby World Cup 2015,XOne,2015.0,Sports,Ubisoft,0.0,100.0,0.0,0.0
Winning Post 8 2015,PS3,2015.0,Action,Tecmo Koei,0.0,0.0,100.0,0.0
Veggy World,DS,2011.0,Shooter,Jack of All Games,100.0,0.0,0.0,0.0
Commandos: Strike Force,XB,2006.0,Shooter,Eidos Interactive,100.0,0.0,0.0,0.0
Ukiyo no Roushi,PSV,2015.0,Action,Unknown,0.0,0.0,100.0,0.0
